土地移轉總面積平方公尺,建物移轉總面積平方公尺,建物現況格局_房,建物現況格局_廳,建物現況格局_衛,建物現況格局_隔間,總價元,單價元平方公尺,車位移轉總面積_平方公尺,車位總價元,主建物面積,附屬建物面積,陽台面積,電梯,ifor,交易標的,建物型態,主要用途,有無管理組織,車位類別,city,x1
35.9,93.28,3.0,2.0,2.0,1.0,1.35e7,144726.0,0.0,0.0,82.59,0.0,10.69,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,文山區
26.58,87.27,3.0,2.0,1.0,1.0,1.16e7,132921.0,0.0,0.0,68.73,0.0,10.52,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,文山區
15.78,52.02,0.0,0.0,0.0,1.0,1.7e6,71992.5,52.02,1.7e6,0.0,0.0,0.0,1,normal,車位,其他,見使用執照,有,坡道平面,tp,文山區
14.76,235.37,3.0,2.0,2.0,1.0,3.85e7,163572.0,42.94,0.0,104.62,12.9,8.07,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,文山區
12.02,36.41,1.0,1.0,1.0,1.0,8.7e6,238945.0,0.0,0.0,36.41,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),商業用,有,,tp,萬華區
29.0,74.17,2.0,2.0,1.0,1.0,6.43e6,86693.0,0.0,0.0,74.17,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,萬華區
15.32,78.16,2.0,1.0,1.0,1.0,1.5e7,191914.0,0.0,0.0,30.05,7.1,4.52,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,中山區
53.5,0.0,0.0,0.0,0.0,1.0,1.966125e6,36750.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,內湖區
4.23,32.46,1.0,1.0,1.0,1.0,9.5e6,292668.0,0.0,0.0,17.13,0.86,3.47,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
3.58,35.63,1.0,1.0,1.0,1.0,1.0e7,280662.0,0.0,0.0,32.05,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,內湖區
3.34,88.65,3.0,2.0,2.0,1.0,3.25e6,36661.0,0.0,0.0,72.05,0.0,8.93,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,南港區
0.12,38.75,0.0,0.0,0.0,1.0,3.6e6,71992.5,0.0,3.6e6,0.0,0.0,0.0,1,normal,車位,其他,見使用執照,有,坡道平面,tp,信義區
7.94,80.26,0.0,0.0,0.0,1.0,2.1e6,71992.5,69.03,2.1e6,0.0,0.0,0.0,1,normal,車位,其他,一般零售業（甲組）,有,坡道機械,tp,南港區
0.55,23.73,0.0,0.0,0.0,1.0,1.2e6,71992.5,0.0,1.2e6,0.0,0.0,0.0,1,normal,車位,其他,商業用,有,坡道機械,tp,信義區
12.56,0.0,0.0,0.0,0.0,1.0,7.190584e6,572499.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,信義區
32.75,76.03,2.0,2.0,1.0,1.0,7.2e6,94699.0,0.0,0.0,69.96,0.0,6.07,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,南港區
0.35,47.69,0.0,0.0,0.0,1.0,2.3e6,71992.5,47.68,2.3e6,0.0,0.0,0.0,1,normal,車位,其他,停車空間,有,坡道平面,tp,南港區
431.42,2500.26,0.0,0.0,0.0,0.0,3.93782986e8,157497.0,570.0,0.0,1271.71,0.0,0.0,1,outlier,房地(土地+建物)+車位,廠辦,其他,有,坡道平面,tp,南港區
56.1,0.0,0.0,0.0,0.0,1.0,1.8e6,32086.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,北投區
26.28,106.94,3.0,2.0,2.0,1.0,1.25e7,116888.0,0.0,0.0,91.38,0.0,7.14,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
0.08,58.92,0.0,0.0,0.0,1.0,2.8e6,71992.5,58.91,2.8e6,0.0,0.0,0.0,0,normal,車位,其他,防空避難室兼停車場,有,坡道平面,tp,大安區
0.03,40.79,0.0,0.0,0.0,1.0,2.4e6,71992.5,40.79,2.4e6,0.0,0.0,0.0,0,normal,車位,其他,防空避難室兼停車場,有,坡道平面,tp,大安區
39.0,224.35,4.0,2.0,2.0,1.0,3.55e7,158235.0,0.0,0.0,117.36,11.24,14.18,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道機械,tp,文山區
13.4,53.73,1.0,1.0,1.0,1.0,1.0e7,186116.0,0.0,0.0,28.43,2.36,4.07,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,中山區
24.97,129.99,3.0,2.0,2.0,1.0,3.11e7,239249.0,0.0,0.0,93.58,15.56,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,信義區
15.57,130.43,3.0,2.0,2.0,1.0,3.45e7,264510.0,0.0,0.0,100.85,0.0,12.58,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,松山區
7.74,120.02,3.0,2.0,2.0,1.0,2.85e7,237460.0,0.0,0.0,86.25,1.4,11.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,松山區
12.98,64.54,1.0,0.0,1.0,1.0,1.0e7,154943.0,0.0,0.0,28.08,6.12,3.04,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,南港區
29.9,0.0,0.0,0.0,0.0,0.0,1.514136e6,50640.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,大安區
36.5,104.47,3.0,2.0,2.0,1.0,1.888e7,180722.0,0.0,0.0,104.47,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),,無,,tp,大安區
22.55,363.94,0.0,0.0,0.0,0.0,1.462688e8,464523.0,64.56,7.2e6,179.3,5.92,14.48,1,outlier,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,大安區
8.79,52.72,1.0,1.0,1.0,1.0,7.0e6,132777.0,0.0,0.0,40.72,0.0,6.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,北投區
56.43,0.0,0.0,0.0,0.0,1.0,480000.0,8506.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
0.27,35.29,0.0,0.0,0.0,1.0,1.65e6,71992.5,35.29,1.65e6,0.0,0.0,0.0,1,normal,車位,其他,住家用,有,坡道平面,tp,北投區
23.5,73.68,2.0,1.0,1.0,1.0,1.165e7,158116.0,0.0,0.0,73.68,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
0.56,40.6,0.0,0.0,0.0,1.0,3.4e6,71992.5,0.0,3.4e6,0.0,0.0,0.0,1,normal,車位,其他,見使用執照,有,坡道平面,tp,大安區
2.73,21.15,1.0,1.0,1.0,1.0,3.9e6,184397.0,0.0,0.0,17.37,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
4.32,18.39,1.0,1.0,1.0,1.0,6.6e6,358891.0,0.0,0.0,7.48,1.16,2.85,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,大安區
1.73,16.75,0.0,0.0,0.0,1.0,1.2e6,71992.5,16.75,1.2e6,0.0,0.0,0.0,1,normal,車位,其他,一般零售業（甲組）,有,塔式車位,tp,大安區
29.22,146.85,3.0,2.0,2.0,1.0,3.43e7,233588.0,0.0,0.0,106.46,0.55,13.23,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大安區
49.07,0.0,0.0,0.0,0.0,1.0,4.261441e6,86844.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,大安區
1.04,0.0,0.0,0.0,0.0,1.0,52188.0,50181.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
11.33,138.9,3.0,2.0,2.0,1.0,3.02e7,217423.0,0.0,0.0,81.19,1.02,9.05,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道機械,tp,北投區
3.5,0.0,0.0,0.0,0.0,1.0,268275.0,76650.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,信義區
18.34,174.45,0.0,0.0,0.0,0.0,4.1475e7,237747.0,0.0,0.0,122.59,9.83,2.33,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
4.44,50.57,1.0,1.0,1.0,1.0,1.07e7,211588.0,0.0,0.0,27.74,0.95,0.0,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道機械,tp,內湖區
0.02,39.55,0.0,0.0,0.0,1.0,1.55e6,71992.5,39.55,1.55e6,0.0,0.0,0.0,1,normal,車位,其他,,有,升降平面,tp,內湖區
0.18,20.42,0.0,0.0,0.0,1.0,1.9e6,71992.5,20.42,1.9e6,0.0,0.0,0.0,0,normal,車位,其他,停車空間,無,坡道平面,tp,內湖區
5.0,0.0,0.0,0.0,0.0,1.0,1.3e6,260000.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,中山區
1.8,22.16,1.0,1.0,1.0,1.0,2.85e6,128610.0,0.0,0.0,14.09,0.0,2.85,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,萬華區
4.29,60.85,1.0,1.0,1.0,1.0,1.2e7,197206.0,0.0,0.0,28.77,20.36,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,中正區
27.05,101.76,3.0,2.0,1.0,1.0,4.95e6,48644.0,0.0,0.0,71.02,0.0,6.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,萬華區
8.37,116.98,1.0,1.0,1.0,1.0,3.4e7,309109.0,13.78,2.1e6,51.34,0.51,13.41,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,其他,tp,中正區
9.87,40.14,1.0,1.0,1.0,1.0,8.0e6,199302.0,0.0,0.0,21.98,2.96,4.38,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,文山區
37.76,394.33,4.0,1.0,3.0,1.0,1.00000099e8,253595.0,0.0,0.0,200.89,12.36,10.08,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,中正區
26.5,94.91,4.0,2.0,2.0,1.0,1.4e7,147508.0,0.0,0.0,89.82,0.0,5.09,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,中山區
6.78,66.39,0.0,0.0,0.0,0.0,4.6e6,71992.5,0.0,4.6e6,0.0,0.0,0.0,1,normal,車位,其他,見使用執照,有,坡道平面,tp,內湖區
6.78,66.39,0.0,0.0,0.0,0.0,5.4e6,71992.5,0.0,5.4e6,0.0,0.0,0.0,1,normal,車位,其他,見使用執照,有,坡道平面,tp,內湖區
3.0,34.71,0.0,0.0,0.0,1.0,1.3e6,71992.5,34.72,1.3e6,0.0,0.0,0.0,0,normal,車位,其他,見使用執照,無,升降機械,tp,中山區
12.65,66.64,3.0,2.0,2.0,1.0,1.388e7,208283.0,0.0,0.0,37.41,2.76,4.04,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),商業用,有,,tp,內湖區
0.95,18.79,0.0,0.0,0.0,1.0,950000.0,71992.5,0.0,950000.0,0.0,0.0,0.0,1,normal,車位,其他,飲食業,有,坡道機械,tp,南港區
11.12,165.4,2.0,2.0,1.0,1.0,3.468e7,250039.0,38.7,3.0e6,67.78,5.05,6.1,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,信義區
22.07,90.75,3.0,1.0,1.0,1.0,5.0e6,55096.0,0.0,0.0,70.68,12.81,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),商業用,無,,tp,南港區
28.67,85.68,2.0,2.0,1.0,1.0,1.2e7,140056.0,0.0,0.0,69.41,0.0,16.27,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
26.34,107.29,3.0,2.0,2.0,1.0,1.5e7,139808.0,0.0,0.0,86.66,0.0,12.52,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,士林區
29.11,109.27,3.0,2.0,2.0,1.0,1.98e7,181203.0,0.0,0.0,89.89,10.45,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,有,,tp,北投區
44.66,140.54,4.0,2.0,2.0,1.0,1.985e7,141241.0,0.0,0.0,90.75,0.0,11.5,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,北投區
0.17,41.97,0.0,0.0,0.0,1.0,2.75e6,71992.5,38.11,2.75e6,0.0,0.0,0.0,1,normal,車位,其他,一般事務所,有,坡道平面,tp,大安區
20.33,51.2,3.0,1.0,1.0,1.0,4.0e6,78125.0,0.0,0.0,51.2,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),,無,,tp,萬華區
10.0,0.0,0.0,0.0,0.0,1.0,316000.0,31600.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,萬華區
26.0,80.96,2.0,1.0,1.0,1.0,7.5e6,92638.0,0.0,0.0,72.01,0.0,8.95,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,大同區
3.8,32.14,0.0,0.0,0.0,1.0,1.8e6,71992.5,32.14,1.8e6,0.0,0.0,0.0,1,normal,車位,其他,停車空間,有,坡道平面,tp,內湖區
22.75,61.45,3.0,1.0,1.0,1.0,9.0e6,146461.0,0.0,0.0,61.45,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,南港區
18.0,0.0,0.0,0.0,0.0,1.0,500000.0,27778.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,信義區
302.01,161.14,7.0,3.0,6.0,1.0,3.96e7,245749.0,0.0,0.0,161.14,0.0,0.0,1,outlier,房地(土地+建物),透天厝,住家用,有,,tp,士林區
39.69,399.15,4.0,2.0,2.0,1.0,1.13243299e8,283711.0,0.0,0.0,188.9,12.23,23.42,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道平面,tp,大安區
0.02,4.86,0.0,0.0,0.0,1.0,1.25e6,71992.5,0.0,1.25e6,0.0,0.0,0.0,1,normal,車位,其他,一般零售業〈甲組〉,有,塔式車位,tp,大安區
24.73,0.0,0.0,0.0,0.0,1.0,694902.0,28100.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,信義區
3.75,0.0,0.0,0.0,0.0,1.0,121387.0,32370.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,信義區
12.81,0.0,0.0,0.0,0.0,1.0,518069.0,40443.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,中山區
5.32,25.42,1.0,1.0,1.0,1.0,4.7e6,184894.0,0.0,0.0,12.24,0.0,5.28,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,中山區
26.3,89.42,2.0,2.0,1.0,1.0,8.3e6,92820.0,0.0,0.0,79.97,0.0,9.45,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,大同區
28.0,87.59,3.0,2.0,2.0,1.0,1.2e7,137002.0,0.0,0.0,81.71,0.0,5.88,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,大同區
59.17,348.78,6.0,0.0,1.0,1.0,6.338e7,181719.0,0.0,0.0,348.78,0.0,0.0,1,outlier,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,中正區
19.92,156.72,3.0,2.0,2.0,1.0,3.6e7,229709.0,0.0,0.0,119.99,0.0,16.37,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中正區
13.83,147.57,3.0,2.0,2.0,1.0,5.0e7,421109.0,35.96,3.0e6,61.19,1.04,9.4,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,坡道機械,tp,大安區
22.0,0.0,0.0,0.0,0.0,1.0,1.0362e6,47100.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,大安區
409.33,0.0,0.0,0.0,0.0,1.0,3.1e7,75734.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
20.13,112.7,2.0,1.0,1.0,1.0,1.21e7,107365.0,39.88,0.0,42.99,0.0,5.05,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,無,升降平面,tp,士林區
123.19,348.63,3.0,1.0,3.0,1.0,1.88e7,53925.0,0.0,0.0,177.11,70.65,6.05,1,outlier,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,其他,tp,士林區
16.99,59.39,1.0,1.0,1.0,1.0,1.87e7,314868.0,0.0,0.0,33.82,0.0,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,松山區
1.22,49.62,0.0,0.0,0.0,1.0,1.55e6,71992.5,49.62,1.55e6,0.0,0.0,0.0,1,normal,車位,其他,一般事務所,有,坡道平面,tp,南港區
5961.8,0.0,0.0,0.0,0.0,1.0,2.8e7,4697.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,南港區
6.37,36.14,1.0,1.0,1.0,1.0,8.5e6,235196.0,0.0,0.0,27.15,0.85,3.22,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,內湖區
7.39,82.89,2.0,1.0,1.0,1.0,2.02e7,243696.0,4.95,0.0,42.86,4.44,4.89,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,塔式車位,tp,大同區
4.9,31.39,2.0,1.0,1.0,1.0,3.0e6,95572.0,0.0,0.0,23.53,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,萬華區
5.4,25.31,3.0,1.0,2.0,1.0,2.8e6,110628.0,0.0,0.0,17.33,0.0,2.37,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,萬華區
6.77,49.53,1.0,1.0,1.0,1.0,7.75e6,156471.0,0.0,0.0,30.13,7.43,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,萬華區
5.16,20.45,0.0,0.0,0.0,1.0,2.05e6,71992.5,0.0,2.05e6,0.0,0.0,0.0,1,normal,車位,其他,商業用,有,升降平面,tp,中正區
6.54,63.63,0.0,0.0,0.0,0.0,4.749873e6,74648.0,0.0,0.0,63.63,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),其他,有,,tp,中正區
7.56,25.52,1.0,0.0,1.0,1.0,1.05e7,411442.0,0.0,0.0,14.98,0.0,3.07,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,中正區
0.08,13.82,0.0,0.0,0.0,1.0,1.06e6,71992.5,13.82,1.06e6,0.0,0.0,0.0,1,normal,車位,其他,一般零售業甲組,有,坡道機械,tp,中正區
24.29,107.33,3.0,2.0,2.0,1.0,1.84e7,171434.0,0.0,0.0,95.5,0.0,11.83,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,中正區
23.42,251.06,0.0,0.0,0.0,0.0,3.325e7,132438.0,0.0,0.0,152.69,37.14,12.29,1,outlier,房地(土地+建物)+車位,華廈(10層含以下有電梯),商業用,有,坡道機械,tp,大同區
12.96,174.1,2.0,1.0,2.0,1.0,5.19e7,308134.0,13.78,2.5e6,88.07,0.61,12.65,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,其他,tp,中正區
2.09,18.11,1.0,1.0,1.0,1.0,2.8e6,154611.0,0.0,0.0,14.2,0.0,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,中山區
9.65,53.75,2.0,1.0,1.0,1.0,1.22e7,226977.0,0.0,0.0,30.53,2.37,4.91,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,內湖區
11.38,33.26,0.0,0.0,0.0,0.0,8.86e6,266386.0,0.0,0.0,18.53,1.61,1.75,1,normal,房地(土地+建物),華廈(10層含以下有電梯),商業用,有,,tp,中山區
27.02,154.06,3.0,2.0,2.0,1.0,3.2e7,207711.0,28.32,0.0,68.3,5.35,9.76,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,內湖區
13.46,94.69,2.0,1.0,1.0,1.0,2.176e7,229803.0,15.68,0.0,43.16,5.62,4.24,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),住家用,有,塔式車位,tp,內湖區
2.83,31.01,1.0,0.0,1.0,1.0,4.5e6,145114.0,0.0,0.0,21.78,0.0,2.73,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
27.64,127.07,0.0,0.0,1.0,1.0,2.318e7,230591.0,36.52,2.3e6,65.41,0.0,7.13,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),商業用,有,坡道平面,tp,內湖區
4.44,41.73,1.0,1.0,1.0,1.0,8.1e6,194105.0,0.0,0.0,22.79,0.25,2.74,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
0.58,23.4,0.0,0.0,0.0,1.0,1.15e6,71704.22819152595,0.0,0.0,0.0,0.0,0.0,1,normal,車位,其他,停車空間,有,坡道機械,tp,內湖區
28.28,144.63,3.0,2.0,2.0,1.0,3.15e7,217797.0,0.0,0.0,97.16,0.0,16.56,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,松山區
30.43,102.83,3.0,2.0,1.0,1.0,2.75e7,267432.0,0.0,0.0,74.71,12.32,0.0,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,松山區
4.0,0.0,0.0,0.0,0.0,1.0,190800.0,47700.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,信義區
4.0,0.0,0.0,0.0,0.0,1.0,190800.0,47700.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,信義區
29.98,122.36,3.0,2.0,2.0,1.0,2.406e7,196633.0,0.0,0.0,85.92,0.0,9.93,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,有,,tp,信義區
37.76,186.85,4.0,2.0,3.0,1.0,3.08e7,164838.0,0.0,0.0,129.51,0.0,22.39,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,有,,tp,士林區
68.5,0.0,0.0,0.0,0.0,1.0,621000.0,9066.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
293.0,0.0,0.0,0.0,0.0,1.0,2.28e7,77816.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
0.0,148.59,5.0,2.0,2.0,1.0,1.2e7,80759.0,0.0,0.0,148.59,0.0,0.0,0,normal,建物,公寓(5樓含以下無電梯),,無,,tp,大安區
28.98,121.45,3.0,2.0,1.0,1.0,1.725e7,142034.0,0.0,0.0,79.82,0.0,5.82,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,大同區
24.03,101.98,4.0,1.0,2.0,1.0,1.7e7,166699.0,0.0,0.0,70.51,0.0,7.67,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,萬華區
37.5,179.18,3.0,2.0,2.0,1.0,2.4e7,133944.0,0.0,0.0,100.95,0.0,12.28,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,中山區
8.95,0.0,0.0,0.0,0.0,1.0,400000.0,44693.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,內湖區
13.11,100.31,3.0,2.0,2.0,1.0,2.108e7,210149.0,0.0,0.0,70.25,3.46,9.66,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
5.8,17.3,3.0,2.0,1.0,1.0,2.0e6,115607.0,0.0,0.0,15.89,0.0,1.41,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,南港區
10.21,13.8,0.0,0.0,0.0,0.0,4.5e6,326087.0,0.0,0.0,13.8,0.0,0.0,0,normal,房地(土地+建物),透天厝,住商用,無,,tp,南港區
10.78,92.48,1.0,1.0,1.0,1.0,1.02e7,110294.0,0.0,0.0,43.66,0.53,2.97,1,normal,房地(土地+建物)+車位,住宅大樓(11層含以上有電梯),商業用,有,坡道平面,tp,士林區
24.27,76.38,0.0,0.0,0.0,0.0,5.76e6,75412.0,0.0,0.0,44.06,0.0,0.0,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),其他,有,,tp,北投區
12.12,137.43,4.0,2.0,2.0,1.0,3.588e7,261078.0,0.0,0.0,121.79,0.0,10.01,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,大安區
16.43,0.0,0.0,0.0,0.0,1.0,1.705257e6,103789.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,大安區
22.02,129.13,3.0,2.0,2.0,1.0,3.725e7,288469.0,0.0,0.0,108.06,0.0,13.08,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,松山區
5.39,238.03,4.0,0.0,2.0,1.0,1.42e7,59656.0,0.0,0.0,197.79,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),其他,無,,tp,中山區
7.14,68.0,2.0,1.0,1.0,1.0,1.6e7,235294.0,0.0,0.0,39.7,0.63,5.18,1,normal,房地(土地+建物),住宅大樓(11層含以上有電梯),住家用,有,,tp,中山區
33.5,93.65,3.0,2.0,1.0,1.0,1.185e7,126535.0,0.0,0.0,80.52,0.0,13.13,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,萬華區
59.52,122.48,2.0,2.0,2.0,1.0,1.4e7,114304.0,22.1,0.0,96.74,9.14,7.65,1,normal,房地(土地+建物)+車位,華廈(10層含以下有電梯),住家用,有,坡道平面,tp,文山區
24.17,129.17,3.0,2.0,2.0,1.0,2.41e7,186576.0,0.0,0.0,69.94,3.22,8.42,1,normal,房地(土地+建物),華廈(10層含以下有電梯),住家用,無,,tp,北投區
1505.22,0.0,0.0,0.0,0.0,1.0,1.56e7,10364.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,士林區
35.5,120.97,0.0,0.0,0.0,0.0,1.9e7,157064.0,0.0,0.0,120.97,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
46.5,78.2,3.0,1.0,1.0,1.0,1.365e7,174552.0,0.0,0.0,78.2,0.0,0.0,0,normal,房地(土地+建物),公寓(5樓含以下無電梯),住家用,無,,tp,北投區
7.21,0.0,0.0,0.0,0.0,1.0,93166.0,12922.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,南港區
0.05,0.0,0.0,0.0,0.0,1.0,2819.0,0.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,信義區
6.25,0.0,0.0,0.0,0.0,1.0,298125.0,47700.0,0.0,0.0,0.0,0.0,0.0,0,normal,土地,其他,,無,,tp,信義區
